Mean of Possible Sums,Stdev of Possible Sums,Picked Sum,Minimum Possible Sum,Ranking From Min,Maximizing Homophily Sum,Ranking from Max. Homo.,Z Score from Max. Homo.
9.5,3.0413812651491097,16.0,3.0,19.0,16.0,0.0,0.0
15.5,0.9219544457292888,16.0,14.0,10.0,17.0,-7.0,-1.0846522890932808
23.5,1.9621416870348585,22.0,20.0,4.0,20.0,4.0,1.019294382875251
15.5,3.7483329627982624,23.0,8.0,19.0,18.0,6.0,1.3339263212805204
21.5,3.4132096331752027,24.0,16.0,13.0,16.0,13.0,2.3438349412361905
15.0,1.8973665961010275,17.0,12.0,13.0,16.0,3.0,0.5270462766947299
11.0,2.4083189157584592,15.0,7.0,18.0,15.0,0.0,0.0
15.0,4.171330722922842,17.0,6.0,11.0,18.0,-2.0,-0.2397316507426921
16.5,3.170173496829472,21.0,11.0,17.0,19.0,2.0,0.6308802978765117
10.5,2.6551836094703507,16.0,5.0,19.0,16.0,0.0,0.0
17.0,2.5298221281347035,20.0,13.0,16.0,13.0,16.0,2.766992952647332
16.5,2.1563858652847827,20.0,13.0,17.0,18.0,4.0,0.9274777915203365
13.5,3.6945906403822333,17.0,6.0,16.0,17.0,0.0,0.0
13.5,2.1563858652847827,17.0,10.0,17.0,12.0,14.0,2.318694478800841
9.5,2.8372521918222215,13.0,4.0,16.0,15.0,-3.0,-0.7049073768502414
16.5,3.0740852297878796,21.0,12.0,16.0,21.0,0.0,0.0
18.0,2.6832815729997477,23.0,13.0,19.0,13.0,19.0,3.7267799624996494
17.0,4.0743097574926725,17.0,10.0,8.0,22.0,-8.0,-1.2272017341845398
12.5,4.801041553663121,11.0,3.0,4.0,22.0,-15.0,-2.291169505001924
17.5,3.5,14.0,11.0,3.0,17.0,-5.0,-0.8571428571428571
